name,chunk_id,paper_id,context,measurement,value,units
Fuller D O 2006 Tropical forest monitoring and remote sensing: a new era of transparency in forest governance? Singap. J. Trop. Geogr. 27 15–29,82,0,"Foody G M, Boyd D S and Cutler M E J 2003 Predictive relations of tropical forest biomass from Landsat TM data and their transferability between regions Remote Sens. Environ. 85 463–74Foody G M and Cutler M E J 2003 Tree diversity in protected and logged Bornean tropical rain forests and is measurement by satellite remote sensing J. Biogeogr. 30 1053–66Fuller D O 2006 Tropical forest monitoring and remote sensing: a new era of transparency in forest governance? Singap. J. Trop. Geogr. 27 15–29Fuller D O, Jessup T C and Salim A 2004 Forest loss in Kalimantan, Indonesia since the 1997–1998 El Nino event Conser. Biol. 18 249–54Gaston G, Brown S, Lorenzini M and Singh K D 1998 State and change in carbon pools in the forests of tropical Africa Glob. Change Biol. 4 97",carbon_sequestration,97,Mt C a^-1
FAO 2005,2,0,"Forests sequester and store more carbon than any other terrestrial ecosystem and are an important natural ‘brake’ on climate change. When forests are cleared or degraded, their stored carbon is released into the atmosphere as carbon dioxide (CO$_2$). Tropical deforestation is estimated to have released of the order of 1–2 billion tonnes of carbon per year during the 1990s, roughly 15–25% of annual global greenhouse gas emissions (Malhi and Grace 2000, Fearnside and Laurance 2003, 2004, Houghton 2005). The largest source of greenhouse gas emissions in most tropical countries is from deforestation and forest degradation. In Africa, for example, deforestation accounts for nearly 70% of total emissions (FAO 2005). Moreover, clearing tropical forests also destroys globally important carbon sinks that are currently sequestering CO$_2$ from the atmosphere and are critical to future climate stabilization (Stephens *et al* 2007).",carbon_sequestration,70,Mt C a^-1
tropical forests,62,0,"Remote-sensing methodologies have been more successful at measuring carbon stocks in boreal and temperate forests and in young stands with lower forest carbon densities (Rosenqvist et al 2003b). Tropical forests are among the most carbon-rich and structurally complex ecosystems in the world and signals from remote-sensing instruments tend to saturate quickly. This has inhibited reliable forest carbon stock estimates in these ecosystems. Remote-sensing systems relying on optical data (visible and infrared light) are further limited in the tropics by cloud cover, but newer technologies, such as radar systems, can penetrate clouds and provide data day and night (Asner 2001).Attempts to use remote-sensing data to estimate carbon stocks have evolved along four major fronts:5.1. Optical remote sensing data",carbon_sequestration,None,Mt C a^-1
"Shimada M, Rosenqvist A, Watanabe M and Tadono T 2005 The polarimetric and interferometric potential of ALOS PALSAR Proc. POLInSAR 2005 (January 2005)",94,0,"Saatchi S S, Houghton R A, Dos Santos Alvala R C, Soares J V and Yu Y 2007 Distribution of aboveground live biomass in the Amazon Basin Glob. Change Biol. 13 816–37Sales M H, Souza C M Jr, Kyriakidis P C, Roberts D A and Vidal E 2007 Improving spatial distribution estimation of forest biomass with geostatistics: a case study for Rondonia, Brazil Ecol. Modelling 205 221–30Santilli M, Mouthino P, Schwartzman S, Nepstad D, Curran L and Nobre C 2005 Tropical deforestation and the Kyoto protocol Clim. Change 71 267–76Shimada M, Rosenqvist A, Watanabe M and Tadono T 2005 The polarimetric and interferometric potential of ALOS PALSAR Proc. POLInSAR 2005 (January 2005)Stephens B S et al 2007 Weak Northern and strong tropical land carbon uptake from vertical profiles of atmospheric CO$_2$ Science 316 1732–5",carbon_sequestration,None,Mt C a^-1
"Brown S and Masera O 2003 Supplementary methods and good practice guidance arising from the Kyoto Protocol, section 4.3 LULUCF projects Good Practice Guidance For Land Use, Land-Use Change and Forestry, Intergovernmental Panel on Climate Change National Greenhouse Gas Inventories Programme ed J Penman, M Gytartsky, T Hiraishi, T Krug, D Kruger, R Pipatti, L Buendia, K Miwa, T Ngara, K Tanabe and F Wagner (Kanagawa: Institute for Global Environmental Strategies (IGES)) pp 4.89–4.120",78,0,"Brown S and Masera O 2003 Supplementary methods and good practice guidance arising from the Kyoto Protocol, section 4.3 LULUCF projects Good Practice Guidance For Land Use, Land-Use Change and Forestry, Intergovernmental Panel on Climate Change National Greenhouse Gas Inventories Programme ed J Penman, M Gytartsky, T Hiraishi, T Krug, D Kruger, R Pipatti, L Buendia, K Miwa, T Ngara, K Tanabe and F Wagner (Kanagawa: Institute for Global Environmental Strategies (IGES)) pp 4.89–4.120Brown S and Pearson T 2005 Cost comparison of the M3DADI system and conventional field methods for monitoring carbon stocks in forests Report to The Nature Conservancy (Arlington, VA: Winrock International)Brown S, Pearson T, Slaymaker D, Ambagis S, Moore N, Novelo D and Sabido W 2005 Creating a virtual tropical forest from three-dimensional aerial imagery: application for estimating carbon stocks Ecol. Appl. 15 1083–95",carbon_sequestration,4.89,Mt C a^-1
"Brown and Lugo, 1984, 1992",10,0,"Nearly all estimates of emissions from tropical deforestation are based on a handful of biome-average datasets where a single representative value of forest carbon per unit area (e.g. tonnes of C per hectare) is applied to broad forest categories or biomes (e.g. Fearnside 2000, Houghton 1999, Houghton et al 2001, DeFries et al 2002, Achard et al 2002, 2004, Ramankutty et al 2007). The earliest compilations of biome averages were made decades ago and have been subsequently updated and modified by the research community (e.g. Whittaker and Likens 1973, Ajtay et al 1979, Olson et al 1983, Brown and Lugo 1984, 1992). This continuous updating of biome averages makes it difficult to identify original data sources and other key information. Many contemporary estimates of forest carbon stocks are based on multiple versions or iterationsTable 1. Benefits and limitations of available methods to estimate national-level forest carbon stocks.",carbon_sequestration,1984,Mt C a^-1
Venezuela,53,0,<tr><td>Togo</td><td>252</td><td>172</td><td>510</td><td>192</td><td>145</td><td>145–510</td></tr>  <tr><td>Uganda</td><td>536</td><td>434</td><td>1237</td><td>479</td><td>429</td><td>429–1237</td></tr>  <tr><td>Venezuela</td><td>6141</td><td>9202</td><td>7886</td><td>2326</td><td>—</td><td>2326–9202</td></tr>  <tr><td>Vietnam</td><td>774</td><td>1632</td><td>1546</td><td>1169</td><td>1642</td><td>774–1642</td></tr>,carbon_sequestration,2326,Mt C a^-1
Tanzania,52,0,<tr><td>Sri Lanka</td><td>302</td><td>509</td><td>296</td><td>400</td><td>138</td><td>138–509</td></tr>  <tr><td>Surinam</td><td>1793</td><td>2753</td><td>2330</td><td>663</td><td>—</td><td>663–2753</td></tr>  <tr><td>Tanzania</td><td>2716</td><td>2221</td><td>3400</td><td>2409</td><td>1281</td><td>1281–3400</td></tr>  <tr><td>Thailand</td><td>1346</td><td>2489</td><td>2215</td><td>1923</td><td>2104</td><td>1346–2489</td></tr>,carbon_sequestration,1281,Mt C a^-1
seasonally flooded forest type,71,0,"One approach to account for carbon emissions from degradation is to measure forest carbon under different forest conditions as depicted in the stratification matrix (figure 1). To account for various levels of degradation, sampling schemes could measure carbon across broad forest type (e.g. evergreen broadleaf, seasonally flooded) and condition (e.g. young, logged, fragmented) in each forest stratum. Note that this stratification method is needed to accurately estimate emissions from deforestation even if degradation is excluded from the final climate policy framework.",carbon_sequestration,None,Mt C a^-1
countries with tropical forests,73,0,"Here we have provided IPCC Tier 1 estimates of national-level forest carbon stocks that can be used immediately by countries and policy-makers. Each country will need to use expert judgment based on financial, time and capacity constraints in deciding whether to use higher Tier methods. In many countries it may be more feasible to rely on ground-based inventories rather than remotely sensed data to estimate forest carbon stocks, as labor costs are often low compared to installing and managing high-tech remote-sensing equipment and expertise. However, satellite-based estimates of forest carbon stocks will likely be more accessible over the next decade as new technologies emerge and technical capacities are strengthened. Collecting additional ground-based data using an appropriate sampling design that accounts for both forest type and condition will be necessary regardless of method and a critical next step for improving the understanding of carbon stocks and fluxes in tropical forests.Acknowledgments",carbon_sequestration,None,Mt C a^-1
branches,55,0,"a Overview of methods used to develop table 3: In most cases, total forest carbon stocks per country were calculated by applying biome-average forest carbon values to a satellite-based global land cover map for the year 2000 (GLC 2000) stratified by the FAO forest ecological zone map (FAO 2001). Gibbs and Brown (2007a, 2007b) applied a rule-based model to the GLC 2000 map. Additional description of data sources can be found in table 2 footnotes. All values are for above- and belowground forest biomass carbon stocks (trunk, branches, roots). Units expressed as million tonnes of carbon (M t C). (1) We attempted to trace each biome average to the original source of data and explain all modifications made by the biomass dataset producers, but this was not always possible. (2) Forest classes from the global classification scheme of GLC 2000 include the following: broadleaved evergreen, broadleaved deciduous open, broadleaved deciduous closed, needleleaved evergreen, needleleaved deciduous, mixed leaf, mosaic, and burnt. All non-forest land cover categories were excluded. (3) Each data set provided different values for different biome types. If only a single forest class was provided it was applied universally to all of the above classes (open and closed). When more than one forest category was provided it was translated and applied accordingly. (4) Note that only Gibbs and Brown (2007a, 2007b) account for the impact of human disturbance on forest carbon stocks. All other estimates use the same biome-average carbon value for all forests within each broad class regardless of their condition—however, we divided the average forest carbon stocks values in half for the mosaic and burnt classes in GLC 2000.",carbon_sequestration,None,Mt C a^-1
